raw,sentids,split,filename,img_id
"[""A young woman with short blond-hair wearing jeans and a striped long-sleeved sweater jumping in midair on a skateboard with trees in the background."", ""A young man is in midair while skateboarding at a skate park with people watching him in the background."", ""This person is performing a trick in skateboarding competition, with people watching in the background."", ""A boy jumps on his skateboard while a crowd watches"", ""Someone skateboarding at a skate park.""]","[465, 466, 467, 468, 469]",train,1027211271.jpg,93
"[""A man and a little boy in blue life jackets are rowing a yellow canoe."", ""A man and a baby are in a yellow kayak on water."", ""A man and child kayak through gentle waters."", ""A man and young boy ride in a yellow kayak."", ""Man and child in yellow kayak""]","[470, 471, 472, 473, 474]",train,1028205764.jpg,94
"[""A little boy looks at the camera while a woman behind him seems to be laughing very hard and the woman on the right has a big smile on her face."", ""Three people on a porch, of which is a little boy who is sitting up straight in his chair."", ""A woman in a dark dress smiles while a woman across from her and a child sit in chairs."", ""Two people are sitting on a bench, and one women is standing by them."", ""Two women, boy sitting on porch, the ladies laughing hard.""]","[475, 476, 477, 478, 479]",train,102851549.jpg,95
"[""A construction site on a street with three men working."", ""Two men wearing hard hats are in a construction area."", ""Two men in orange vests work in road construction."", ""Construction workers installing a light post."", ""Workers in orange vests work in a street.""]","[480, 481, 482, 483, 484]",train,102860573.jpg,96
"[""Two men sitting on the roof of a house while another one stands on a ladder."", ""Two men on a rooftop while another man stands atop a ladder watching them"", ""Three men, one on a ladder, work on a roof."", ""People are fixing the roof of a house."", ""Three men are working on a roof.""]","[485, 486, 487, 488, 489]",test,10287332.jpg,97
"[""Two men, one younger guy with a yellow shirt that has luggage and the other and older guy, are sitting on a bench in front of a large building that has a billboard for glasses and sunglasses."", ""A man in a yellow shirt, with a tall gray suitcase, sitting next to another man in a white shirt and gray pants, behind them a tall billboard for sunglasses and prescription glasses."", ""Two men sitting on a bench talking, with a billboard advertisement for glasses in the background."", ""Two men sitting on a bench in front of a sign with a picture of man and a lady."", ""2 men are sitting at a bench outside the airport in front of a billboard.""]","[490, 491, 492, 493, 494]",train,1028982826.jpg,98
"[""An adult wearing a gray shirt with red sleeves sleeping on a couch."", ""A woman in black pants napping on the couch."", ""A man sleeping in a green room on a couch."", ""The young woman is sleeping in her room."", ""A long-haired man sleeping on a couch""]","[495, 496, 497, 498, 499]",val,1029450589.jpg,99
"[""Boy in brown shirt with headphones on sits on woman's shoulders in a crowd."", ""A kid wearing headphones sits on his mom's shoulders while in a crowd."", ""A boy with headphones on sitting on top of a woman's shoulders."", ""A child with headphones riding on his mother's shoulders."", ""A boy wearing headphones sits on a woman's shoulders.""]","[500, 501, 502, 503, 504]",val,1029737941.jpg,100
"[""During a gay pride parade in an Asian city, some people hold up rainbow flags to show support."", ""A group of youths march down the street waving flags showing the color spectrum."", ""Oriental people with rainbow flags walking down a city street."", ""A group of people walk down the street waving rainbow flags."", ""People are outside waving flags.""]","[505, 506, 507, 508, 509]",train,1029802110.jpg,101
"[""A young man in a blue sweater cleaning fish while three other men watch, one a man a cigarette, or match in his month."", ""Three older men stare into the pan of a street vendor who is cooking fish."", ""Three old men are watching another man prepare fish."", ""A fish sellers stock is looked upon by two old men."", ""Three men watch as fish is being prepared.""]","[510, 511, 512, 513, 514]",train,102998070.jpg,102
"[""Woman in a green dress with a white top and red-hair singing in a room with a blue roof while band equipment is being prepared."", ""A red-haired woman in a white top and green and white skirt is singing into a microphone."", ""A woman in a white tank top with a green flowing skirt, on stage singing a song."", ""A woman in a green skirt and white tank top singing into a microphone."", ""A girl in a green skirt is singing Karaoke.""]","[515, 516, 517, 518, 519]",train,1030041880.jpg,103
"[""Four college-aged individuals - two males and two females - sitting on the concrete steps outside of a brick building"", ""Two guys and two girls sitting on the stairs outside of a building."", ""Four people sit on the steps of the entrance to a building."", ""Two men and two women sitting on steps outdoors."", ""Multiple students sitting on stairs at a school.""]","[520, 521, 522, 523, 524]",train,103031977.jpg,104
"[""The Chocolate Lab jumps too late to get the toy as the Black Lab captures it in the driveway."", ""A brown and black lab are outside and the black lab is catching a toy in its mouth."", ""A black dog and a brown dog play with a red toy on a courtyard."", ""A black dog and a brown dog are jumping up to catch a red toy."", ""Black dog snaps at red and black object as brown dog lunges.""]","[525, 526, 527, 528, 529]",train,1030985833.jpg,105
"[""A young male kneeling in front of a hockey goal with a hockey stick in his right hand."", ""A child in a red jacket playing street hockey guarding a goal."", ""Hockey goalie boy in red jacket crouches by goal, with stick."", ""A boy with a stick kneeling in front of a goalie net"", ""A young kid playing the goalie in a hockey rink.""]","[530, 531, 532, 533, 534]",train,103106960.jpg,106
"[""The man with the backpack is sitting in a buildings courtyard in front of an art sculpture reading."", ""A man in black is sitting next to a modern art structure in front of a glass building."", ""A man sits and reads a newspaper by a sculpture outside of an office building."", ""A man sitting in front of a metal sculpture in front of a building."", ""A man sits near a large statue.""]","[535, 536, 537, 538, 539]",train,103195344.jpg,107
"[""A toddler in a blue shirt with red shorts and hat looks out from behind a fenced in area of a brick patio."", ""A young child wearing a blue shirt and red hat grabs onto black bars in front of him."", ""The little boy looks like he is saying, let me out of jail."", ""Toddler boy in a red hat holding on to some railings."", ""Little boy wanting to play outside of fence.""]","[540, 541, 542, 543, 544]",train,1031973097.jpg,108
"[""Two men, standing on an ice, looking into something covered with a blue tarp."", ""Two men are about to enter an ice fishing tent on a snow covered lake."", ""Two people standing outside a blue tent structure on a snowy surface."", ""Two men setting up a blue ice fishing hut on an iced over lake"", ""A tent is being set up on the ice.""]","[545, 546, 547, 548, 549]",val,103205630.jpg,109
"[""Three dogs are standing in the grass and a person is sitting next to them"", ""Three dogs stand in a grassy field while a person kneels nearby."", ""Three dogs are playing on grassy hill with a blue sky."", ""A woman crouches near three dogs in a field."", ""Three dogs on a grassy hill""]","[550, 551, 552, 553, 554]",train,1032122270.jpg,110
"[""There is a skyscraper in the distance with a man walking in front of the camera."", ""Behind the man in a red shirt stands a large skyscraper."", ""A man stands in front of a very tall building."", ""A man is standing in front of a skyscraper"", ""A man stands in front of a skyscraper.""]","[555, 556, 557, 558, 559]",train,1032460886.jpg,111
"[""A woman wearing a brown dress with a matching turban is pushing a toddler through a park in his stroller."", ""Woman dressed in brown African attire pushing a toddler in a stroller."", ""A woman is walking her baby with a stroller at the local park."", ""The lady is pushing a child in a stroller."", ""A woman pushes her baby in a stroller.""]","[560, 561, 562, 563, 564]",train,103306033.jpg,112
"[""A Asian male wearing a red shirt is sitting next to a grocery stand selling fruits."", ""Man in red shirt is sitting next to fruit that is for sale."", ""A man in a red shirt is sitting by fruit for sale."", ""A man in a red shirt sits next to a fruit stand."", ""An oriental man selling produce.""]","[565, 566, 567, 568, 569]",train,103328091.jpg,113
